title,link,price,Img,Description,Bottle Size,Alcohol/Vol:,Made In:,By:,Sugar Content:,Sweetness Descriptor:,Style:,Varietal:,Release Date:,This is a VQA wine,This is a Kosher product.
Bouchard Aine & Fils Beaujolais Superieur,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/bouchard-aine-fils-beaujolais-superieur-9431,$12.80,/content/dam/lcbo/products/009431.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Bouchard Ainé & Fils has been part of the wine trade in Burgundy and Beaujolais for over 200 years. This wine is medium-bodied and dry, with appealing flavours of red and black plums and berries, and red pear. Serve lightly chilled with grilled salmon, charcuterie or a selection of cheeses.",750 mL bottle,13%,"Burgundy, France",Bouchard Aine Et Fils,4 g/L,XD - Extra Dry,Light-bodied & Fruity,Gamay,,,
Anselme La Fiole Du Pape Chateauneuf-Du-Pape AOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/anselme-la-fiole-du-pape-chateauneuf-du-pape-aoc-12286,$44.80,/content/dam/lcbo/products/012286.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The signature twisted bottle represents the gnarled vine of the Chateauneuf-du-Pape region. Primarily grenache and syrah, this full-bodied wine has lifted aromas and flavours of caramel and licorice, honey and watermelon. Serve with braised meats, mushroom risotto or roasted game bird.",750 mL bottle,14.5%,"Rhône, France",Maison Brotte,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Grenache/Syrah,,,
Velletri Le Contrade Red IGP,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/velletri-le-contrade-red-igp-14878,$19.15,/content/dam/lcbo/products/014878.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Italy's Velletri region has been known for fine wine since the early days of ancient Rome. The vineyards are sheltered by the Alban Hills, resulting in a vine-friendly climate. Experience upfront aromas and flavours of fresh rye bread, prune, nutmeg and fresh mushrooms. Serve with cured meats, hard cheeses and pasta dishes.",2000 mL bottle,12%,"Lazio, Italy",Soc. Agr. Veliterna Vini S.R.L,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Blend,,,
Sogrape Grao Vasco Dao,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/sogrape-grao-vasco-dao-14977,$8.80,/content/dam/lcbo/products/014977.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Portugal's Dao region is home to some of Portugal's most celebrated red wines. Grao Vasco blends touriga nacional and tinta roriz grapes, and with meticulous winemaking crafts a flavourful and complex wine with youthful red and black plum fruit, rye bread and chocolate flavours. Serve with grilled meats, game and poultry.",750 mL bottle,13%,"Dão, Portugal",Vinicola Do Vale Do Dao Lda,8 g/L,D - Dry,Medium-bodied & Fruity,DAO,,,
Wolf Blass Yellow Label Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/wolf-blass-yellow-label-cabernet-sauvignon-15941,$9.85,/content/dam/lcbo/products/015941.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Attention to detail creates the quality and consistency that Wolf Blass wines are known for. Yellow Label Cab is made with fruit from Australia's Langhorne Creek and McLaren Vale regions. Enjoy flavours of coffee, smoky oak, black plum along with floral and wild honey notes. A superb pairing for roast lamb with rosemary.",375 mL bottle,14.5%,Australia,Mildara Blass Limited,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,,,
Peller Family Vineyards Cabernet Merlot,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/peller-family-vineyards-cabernet-merlot-16345,$11.95,/content/dam/lcbo/products/016345.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Cabernet franc, cabernet sauvignon and merlot are classic blending partners, creating well-balanced wines that have the freshness and structure for food pairing. Extra dry and medium bodied, offering aromas and flavours of black plum, chocolate, cedar, smoky oak and cassis. Serve with flank steak and grilled vegetables.",1000 mL tetra,12.5%,Canada,Andrew Peller Limited,8 g/L,D - Dry,Medium-bodied & Fruity,Blend,,,
Jacob's Creek Shiraz Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/jacobs-creek-shiraz-cabernet-sauvignon-19612,$23.30,/content/dam/lcbo/products/019612.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A legend in South Eastern Australia, Jacob's Creek offers a modern expression of the classic Aussie shiraz-cabernet blend. Upfront aromas of licorice, fig, honey and herbs. Extra dry palate, with spice and fig flavours leading to a honey and toasty oak finish. Serve with ribeye steak, or lamb burgers with grilled mushrooms.",1500 mL bottle,14%,Australia,Jacobs Creek Wines,8 g/L,D - Dry,Full-bodied & Smooth,Shiraz/Cabernet Sauvignon,,,
Yellow Tail Shiraz,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/yellow-tail-shiraz-20289,$23.40,/content/dam/lcbo/products/020289.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"From Australia's largest family-owned wine company, a wine that's easy to drink, and easy to understand. It's dry, medium-bodied and softly structured, with aromas and flavours of coffee, floral note, prune, smoke and licorice. The ripe plummy-berry notes lead to a long, spicy finish. Serve with grilled lamb chops.",1500 mL bottle,13.5%,Australia,Casella Wines,8 g/L,D - Dry,Full-bodied & Smooth,Shiraz/Syrah,,,
Chateau de Gourgazaud Minervois AOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/chateau-de-gourgazaud-minervois-aoc-22384,$13.90,/content/dam/lcbo/products/022384.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The warm, dry climate of Minervois is ideal for powerful yet velvety wines. This syrah and mourvedre blend has lifted aromas and flavours of red cherry and plum, with notes of chocolate and mineral. Extra-dry and medium-bodied, with good balance and a smooth finish. Serve with smoked duck breast, lamb kebabs or cassoulet.",750 mL bottle,14%,France,Chateau Du Gourgazaud,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Blend,,,
Hess Select Cabernet Sauvignon 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/hess-select-cabernet-sauvignon-2017-25080,$24.95,/content/dam/lcbo/products/025080.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The Hess Collection was founded in 1978 by Donald Hess, who is a Swiss entrepreneur and art collector. The winery rose to prominence in the 1990s as a producer of exceptional Cabernet Sauvignon and has continued to be one of California's brightest stars. The Hess Select represents a reliable value for California Cabernet. Expect dark fruit and herbs, with good structure and weight. Pair with steak.",750 mL bottle,13.5%,"California, USA",The Hess Collection,7 g/L,D - Dry,Full-bodied & Smooth,Cabernet Sauvignon Blend,"March 20, 2021",,
Fonseca Periquita Red,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/fonseca-periquita-red-25262,$9.35,/content/dam/lcbo/products/025262.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"In the era when most wine was sold by the barrel, Periquita was Portugal's first bottled wine. Made with the native castelao grape, it is extra dry and medium-bodied, with licorice, mushroom and fig flavours and balancing acidity. Medium tannins provide structure on the finish. Pair with meat dishes, game or firm cheeses.",750 mL bottle,13.5%,"Setubal, Portugal",Jose Maria Da Fonseca,11 g/L,D - Dry,Full-bodied & Firm,Blend,,,
Ruffino Il Ducale Toscana IGP,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/ruffino-il-ducale-toscana-igp-27797,$19.80,/content/dam/lcbo/products/027797.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"An innovative blend of the traditional sangiovese with merlot and syrah. It pours a medium ruby red colour and shows bright aromas and flavours of berries - raspberry, cherry, plum and licorice with a minerally streak. The palate is dry, with soft balanced acidity and fine tannins. Great with herbed white meats.",750 mL bottle,13.5%,"Tuscany, Italy",Ruffino S.R.L.,7 g/L,D - Dry,Medium-bodied & Fruity,Sangiovese,,,
Masi Modello Merlot Trevenezie IGT,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/masi-modello-merlot-trevenezie-igt-27854,$24.65,/content/dam/lcbo/products/027854.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A charming, merlot-based red, that's crafted in a food friendly, easy drinking style. Medium ruby red in colour. Shows upfront aromas and flavours of toast, coffee and prune with notes of spice. On the palate, it's dry, light to medium bodied and well balanced, with soft tannins. Great paired with salumi or roasted meat.",1500 mL bottle,12%,"Venezie, Italy",Masi Agricola S.P.A.,7 g/L,D - Dry,Full-bodied & Smooth,Merlot Blend,,,
Cantine Due Palme Canonico Negroamaro Salento IGP,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/cantine-due-palme-canonico-negroamaro-salento-igp-28647,$19.85,/content/dam/lcbo/products/028647.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A bold, rustic red from Puglia made from the native negroamaro grape. Medium ruby red colour. Aromas and flavours of rye bread, spice, chestnut, black fruit and licorice. The palate is dry, medium-minus bodied with soft tannins and juicy dark fruit and spicy notes on the long finish. Pair with roasted or grilled meats.",2000 mL bottle,12.5%,"Puglia, Italy",Cantine Due Palme,12 g/L,D - Dry,Medium-bodied & Fruity,Negroamaro,,,
Ciao Sangiovese Organic Terra De Chieti IGP,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/ciao-sangiovese-organic-terra-de-chieti-igp-29090,$12.50,/content/dam/lcbo/products/029090.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Medium ruby with garnet tinges; aromas of dark fruit, chestnut, prune, licorice and a floral note; medium body, dry with dark fruit and spices on the finish.",1000 mL tetra,13%,"Puglia, Italy",Cantine Luigi Sgarzi,8 g/L,D - Dry,Light-bodied & Fruity,Sangiovese,,,
Terrazas de los Andes Reserva Malbec 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/terrazas-de-los-andes-reserva-malbec-2018-29280,$19.95,/content/dam/lcbo/products/029280.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is very reserved and polished with blackberries, smoke and sesame. Medium body. Delicious, soft finish. Nice transition from the 2017. Drink or hold. Score - 93. (jamessuckling.com, April 2, 2020)",750 mL bottle,14%,"Mendoza, Argentina",Bodegas Chandon S.A.,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Malbec,"April 17, 2021",,
Chateau Timberlay Bordeaux Superieur AOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/chateau-timberlay-bordeaux-superieur-aoc-30072,$17.80,/content/dam/lcbo/products/030072.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Deep ruby/garnet red colour; complex bouquet of prunes, bell peppers, cedar and smoky notes; rich flavours follow nose, balanced long finish and firm tannins.",750 mL bottle,14%,"Bordeaux, France",Domaines Robert Giraud,6 g/L,XD - Extra Dry,Full-bodied & Firm,Merlot/Cabernet Sauvignon,,,
Concha y Toro Winemaker's Lot 148 Carmenère,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/concha-y-toro-winemakers-lot-148-carmen%C3%A8re-30957,$18.95,/content/dam/lcbo/products/030957.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Produced exclusively for the Canadian market, this is loaded with warm earth, black cherry and fig with a notable campfire complexity. Characterfully dense and seriously structured with plush tannins and touches of spice. Great for ribs or veal medallions.",750 mL bottle,14%,"Rapel Valley, Chile",Concha Toro S.A.,3 g/L,XD - Extra Dry,Full-bodied & Firm,Carmenère Blend,"April 1, 2021",,
Mommessin Export St Pierre Rouge,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/mommessin-export-st-pierre-rouge-31211,$15.10,/content/dam/lcbo/products/031211.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This red blend is pale ruby in colour and offers subtle cherry aromas and flavours. Light-bodied and fruity, it is consistently well-made. Soft texture along with a balanced finish makes this wine appealing, versatile and food-friendly. Serve with beef tenderloin or enjoy lightly chilled with baked salmon.",1500 mL bottle,12%,France,Mommessin S.A.,3 g/L,XD - Extra Dry,Light-bodied & Fruity,Blend,,,
Calvet Reserve des Remparts Saint-Émilion,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/calvet-reserve-des-remparts-saint-%C3%A9milion-31898,$23.95,/content/dam/lcbo/products/031898.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"An engaging Right Bank offering, which means it's mostly Merlot with Cabernet Franc in support. Floral, ripe and approachable, with juicy red cherry accented by smoke and oak spice. A classic pairing for lamb with rosemary, but don't be afraid to try it with spare ribs in a sticky sauce.",750 mL bottle,13.5%,"Bordeaux, France",J. Calvet & Cie - Bordeaux,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Merlot,"April 1, 2021",,
Fantini Sangiovese IGT,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/fantini-sangiovese-igt-31971,$15.10,/content/dam/lcbo/products/031971.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Italy's Fantini Wines is based in Abruzzo's Terre di Chieti foothills, where sangiovese thrives. Modern in style, this velvety wine has floral aromas of toast, licorice, dark fruit and juniper. Its flavours smack of ripe dark fruit, spice and smoke. Pour a glass with your favourite pasta dish or with braised short ribs.",1500 mL bottle,13%,"Puglia, Italy",Fantini Group Vini Srl,11 g/L,D - Dry,Medium-bodied & Fruity,Sangiovese,,,
Marques De Riscal Rioja Reserva,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/marques-de-riscal-rioja-reserva-32656,$27.45,/content/dam/lcbo/products/032656.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"From the clay and limestone soil of northern Spain comes this elegant Rioja aged in oak barrels. Expect vanilla, cedar, stewed strawberries and spices with a toasty nuance and a woody finish.",750 mL bottle,14%,"Rioja, Spain",Vinos De Los Herederos Del,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Rioja,,,
Folonari Pinot Noir IGT,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/folonari-pinot-noir-igt-32888,$15.80,/content/dam/lcbo/products/032888.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Folonari sources pinot noir grown in the neighbouring region of Pavia, in Lombardy. Expressing the grape variety's elegance, this wine shows up-front aromas of red fruit, spice, and oak with a crisp cherry finish. Its food-friendly style pairs with many dishes; try it with turkey, veal, roasted eggplant, pizza or burgers.",750 mL bottle,12.5%,"Veneto, Italy",Folonari S.P.A.,2 g/L,XD - Extra Dry,Light-bodied & Fruity,Pinot Noir,,,
Chateau Puyfromage Francs Cotes De Bordeaux AOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/chateau-puyfromage-francs-cotes-de-bordeaux-aoc-33605,$17.10,/content/dam/lcbo/products/033605.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Chateau Puyfromage is located in the Francs Côtes de Bordeaux, next to Saint-Emilion. Merlot is the primary variety in this appellation. The wine has aromas of toast, smoke, chocolate and plum with notes of forest floor. On the palate, it is extra dry and medium-bodied, with dark fruit flavours and a spicy finish.",750 mL bottle,14%,"Bordeaux, France",Sce Du Chateau Puyfromage,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Merlot/Cabernet Sauvignon/Cabernet Franc,,,
Pascual Toso Malbec,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/pascual-toso-malbec-35170,$15.00,/content/dam/lcbo/products/035170.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Italian-born, Pascual Toso settled in Argentina and established his Mendoza winery in 1890. This wine shows flavours of chocolate, floral note and plum with hints of smoke and spice. Medium-plus body with soft tannins and a good mouthfeel, it will complement leaner cuts of beef like sirloin or filet as well as lamb or duck.",750 mL bottle,13%,Argentina,Pascual Toso,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Malbec,,,
Torres Gran Coronas Reserva Cabernet Sauvignon,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/torres-gran-coronas-reserva-cabernet-sauvignon-36483,$19.95,/content/dam/lcbo/products/036483.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Over 130 years old, Spain's Torres Winery almost single-handedly established the now-famous Penedès wine region. Intense redcurrant and plum, plus coffee bean flavours, with silky tannins. Pair with spicy beef fajitas, empanadas, filet mignon or grilled lamb.",750 mL bottle,13.5%,"Penedès, Spain","Miguel Torres S.A.,",2 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,"April 1, 2021",,
Fontana Di Papa Red,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/fontana-di-papa-red-37184,$19.45,/content/dam/lcbo/products/037184.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The grapes for this food-friendly wine are grown on volcanic soils in the hills southeast of the city of Rome. It is a light ruby colour, with aromas and flavours of licorice, prune, tobacco and flowers. Medium-bodied and fruity, with moderate tannins, this is well-suited for grilled meats, pizza, pasta and firm cheeses.",2000 mL bottle,12%,"Lazio, Italy",Fontana Di Papa S.R.L.,4 g/L,XD - Extra Dry,Light-bodied & Fruity,Blend,,,
San Pedro 1865 Selected Vineyards Cabernet Sauvignon 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/san-pedro-1865-selected-vineyards-cabernet-sauvignon-2018-37911,$19.95,/content/dam/lcbo/products/037911.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"From the 1865 line, this is a classic from vineyards in the Buin zone, planted on a second terrace of the Maipo, whose alluvial soils suit cabernet sauvignon very well. This wine was aged in barrels, 20% new, which have imparted spicy notes in a cabernet with delicious menthol notes, as well as fruity and earthy ones, too. The palate is pure ripe red fruit and a texture with enough tannins to consider cellaring it for a while. Score - 93. (Patricio Tapia, guiadescorchados.cl, 2020)",750 mL bottle,14.5%,"Maipo Valley, Chile",Vina San Pedro Tarapaca S.A.,5 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,"March 6, 2021",,
Negrar Valpolicella DOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/negrar-valpolicella-doc-38026,$19.65,/content/dam/lcbo/products/038026.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This versatile red wine hails from the world-famous Valpolicella region. The wine styles of this region range from light-bodied to full and rich. Ruby red, with aromas and flavours of licorice, rye bread, berry mix and red fruit. Medium-bodied and fruity with soft tannins, this is perfect for spaghetti and meatballs.",1500 mL bottle,12%,"Veneto, Italy",Cantina Sociale Valpolicella,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Valpolicella,,,
Ruffino Chianti,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ruffino-chianti-42606,$28.60,/content/dam/lcbo/products/042606.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Ruffino's original wine, and one of the world's most recognized Tuscan wines. The wine is extra dry, medium-bodied and well-structured. Enjoy aromas and flavours of chestnut, leather, rye bread and red berry fruit, with spicy notes and a touch of pepper.  Serve with wild boar ragu, grilled steak or roasted vegetables.",1500 mL bottle,13%,"Tuscany, Italy",Ruffino S.R.L.,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Chianti,,,
Ruffino Chianti Classico Riserva Ducale,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ruffino-chianti-classico-riserva-ducale-45195,$25.80,/content/dam/lcbo/products/045195.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A benchmark Tuscan wine, first released in 1927. Today, it is made with modern techniques, while still respecting the traditions of Chianti Classico. Cherry, plum, spice, and leather notes on the nose; dry, medium to full bodied, tart cherry and plum flavours with hints of cedar. Serve with osso buco or grilled steak.",750 mL bottle,14%,"Tuscany, Italy",Ruffino,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Sangiovese/Cabernet Sauvignon/Merlot,"October 25, 2019",,
